ticker,price,prev_close,daily_chg_pct,ytd_pct,52w_high,52w_low,52w_high_pct,52w_low_pct,date
AMLX,13.71,13.475,1.744,,,,,,2026-03-27
SNDL,1.315,1.335,-1.4981,,,,,,2026-03-27
ZVRA,9.24,9.41,-1.8066,,,,,,2026-03-27
GLUE,15.51,15.68,-1.0842,,,,,,2026-03-27
KNSA,45.805,46.795,-2.1156,,,,,,2026-03-27
CCCC,2.41,2.625,-8.1905,,,,,,2026-03-27
ARDX,5.49,5.7,-3.6842,,,,,,2026-03-27
ARVN,10.18,10.855,-6.2183,,,,,,2026-03-27
ALKS,29.57,29.93,-1.2028,,,,,,2026-03-27
URGN,17.29,17.915,-3.4887,,,,,,2026-03-27
INBX,58.45,66.88,-12.6047,,,,,,2026-03-27
AXSM,157.44,164.3,-4.1753,,,,,,2026-03-27
ARGX,694.21,693.39,0.1183,,,,,,2026-03-27
DNA,5.99,6.415,-6.6251,,,,,,2026-03-27
UNCY,6.42,6.61,-2.8744,,,,,,2026-03-27
AVBP,21.385,21.815,-1.9711,,,,,,2026-03-27
INSM,145.715,147.47,-1.1901,,,,,,2026-03-27
UTHR,524.99,532.95,-1.4936,,,,,,2026-03-27
ALNY,318.29,328.17,-3.0106,,494.83,205.975,-35.6769,54.5285,2026-03-27
MEDP,452.13,467.1,-3.2049,,,,,,2026-03-27
ELAN,23.155,24.575,-5.7782,,,,,,2026-03-27
NAGE,4.255,4.48,-5.0223,,,,,,2026-03-27
KRYS,248.165,251.35,-1.2672,,,,,,2026-03-27
CHRS,1.64,1.665,-1.5015,,,,,,2026-03-27
PCVX,53.32,54.75,-2.6119,,,,,,2026-03-27
IMVT,24.18,25.355,-4.6342,,,,,,2026-03-27
TSHA,4.08,4.32,-5.5556,,,,,,2026-03-27
CDXS,1.585,1.665,-4.8048,,,,,,2026-03-27
FULC,6.75,6.92,-2.4566,,,,,,2026-03-27
BRKR,33.77,35.32,-4.3884,,,,,,2026-03-27
BHC,5.025,5.12,-1.8555,,,,,,2026-03-27
SNDX,23.83,24.725,-3.6198,,,,,,2026-03-27
TGTX,31.82,31.925,-0.3289,,,,,,2026-03-27
ACAD,20.86,21.475,-2.8638,-21.9311,28.35,13.4,-26.4198,55.6716,2026-03-27
PACB,1.245,1.345,-7.4349,,,,,,2026-03-27
TECH,50.75,52.69,-3.6819,,,,,,2026-03-27
TARA,4.99,5.19,-3.8536,,,,,,2026-03-27
JANX,13.22,13.63,-3.0081,,,,,,2026-03-27
PRME,3.38,3.64,-7.1429,,,,,,2026-03-27
PVLA,113.93,117.52,-3.0548,,,,,,2026-03-27
CRMD,6.8,6.72,1.1905,,,,,,2026-03-27
TXG,19.52,20.45,-4.5477,,,,,,2026-03-27
RIGL,26.21,26.36,-0.569,,,,,,2026-03-27
EDIT,2.23,2.31,-3.4632,,,,,,2026-03-27
MLYS,23.695,23.62,0.3175,,,,,,2026-03-27
FLGT,15.515,16.365,-5.194,,,,,,2026-03-27
MYGN,4.325,4.615,-6.2839,,,,,,2026-03-27
LRMR,4.585,4.84,-5.2686,,,,,,2026-03-27
HELP,4.55,4.65,-2.1505,,,,,,2026-03-27
